articleId,created_at,likes_counts,region,content,authorName,authorGender,authorAddress,sentiment
5163022679278042,2025-05-05,240,吃瓜罗伯特,"山哥,新剧赶紧的,等得花儿都谢了~",吃瓜罗伯特,f,北京,积极
5163022679278042,2025-05-05,155,广东," 这份祝福,希望你喜欢。《蛋糕》生日快乐 ,岁岁欢愉!",张一山官方后援会,m,北京,积极
5163022679278042,2025-05-05,96,天津,今天是顺毛山,爱1山的213,m,其他,积极
5163022679278042,2025-05-05,61,江西,"生日快乐,万事如意,身体健康,平安喜乐,万事顺意!!!山楂一直都在",一山的小山楂树1314,f,其他,积极
5163022679278042,2025-05-05,45,山东,生日快乐啊顺毛崽崽《抓狂》新的一岁又嫩了好多《哇》《哇》,山楂肉肉,f,山东,消极
5163022679278042,2025-05-05,30,河北,"我们一直都在,爱你的人和你爱的人一直都在 破壳日快乐!",爱ys的杜小杜,f,河北 张家口,积极
5163022679278042,2025-05-05,32,河北,"年年有今日,岁岁有今朝!生日快乐宝儿",爱ys的杜小杜,f,河北 张家口,积极
5163022679278042,2025-05-05,22,北京,发型好乖 《doge》《doge》生日快乐,山楂晴儿,f,其他,积极
5163022679278042,2025-05-05,13,山东,还是这件条纹上衣《抱一抱》,山楂肉肉,f,山东,积极
5163022679278042,2025-05-05,20,辽宁,生日快乐!,1王淑一,f,辽宁 沈阳,积极
5163022679278042,2025-05-05,16,广东,"山哥,生日快乐《心》",Wo就iS我13,f,广东,积极
5163022679278042,2025-05-05,16,福建,哥 生日快乐🎂期待作品,张一山小迷妹_,f,其他,积极
5163022679278042,2025-05-05,12,天津,生日快乐,珊珊爱山山,f,天津,积极
5163022679278042,2025-05-05,13,天津,我的夏冰雹生日快乐《送花花》《送花花》,小新同学Molly,m,天津,积极
5163022679278042,2025-05-05,11,河北,可爱 《心》《心》《心》,阿玉213,f,其他,积极
5163022679278042,2025-05-05,9,广西,"大舅哥,生日快乐《鲜花》",萌芽1666,f,其他,积极
5163022679278042,2025-05-05,7,河北,"哥哥,生日快乐,爱你《爱你》",一个可爱嘟_,f,河北,积极
5163022679278042,2025-05-05,6,江苏,生日快乐呀《蛋糕》山楂会一直在哦,記住一山,f,江苏 淮安,积极
5163022679278042,2025-05-05,6,吉林,生日快乐《打call》《打call》少爷,还是男喃吖,f,吉林 长春,积极
5163022679278042,2025-05-05,2,湖南,生日快乐🎂哥!《爱你》《爱你》《爱你》期待在人间!《打call》《打call》《打call》,Massam_,f,江苏,积极
5163022679278042,2025-05-05,1,安徽,"山哥,生日快乐呀!新的一岁继续在演艺道路上闪闪发光,拍出更多优秀作品",杀猪的仙女-z,f,陕西 渭南,积极
5163022679278042,2025-05-05,3,河南,"果然啊,下午就说一宫格,是真的,果然心有灵犀",月月213吖,f,其他,积极
5163022679278042,2025-05-05,3,河北,今天造型梦回18年《并不简单》,一个可爱嘟_,f,河北,积极
5163022679278042,2025-05-05,2,河北,生日快乐万事胜意 一直一直陪着你《送花花》,依了依了,f,河北,积极
5163022679278042,2025-05-05,3,上海,生日快乐呀 《送花花》,山山今天很Nice,f,上海 松江区,积极
5163022679278042,2025-05-05,3,云南,"老张,你说你只有13岁都信!!嫩山 生日快乐🎂一直在",可馨妹妹的SupermanMom,f,云南 红河,积极
5163022679278042,2025-05-05,2,河北,生日快乐山哥,张一山的小米妹,f,其他,积极
5163022679278042,2025-05-05,3,河南,"生日快乐,帅气的男生!愿你的每一天都充满阳光和欢笑,每一个梦想都能触手可及。",潇湘--10,f,其他,积极
5163022679278042,2025-05-05,2,广东,山哥生日快乐《蛋糕》《哇》,L1-娜,f,广东 揭阳,积极
5163022679278042,2025-05-05,2,山东,"生日快乐!感谢山哥给我们治愈和陪伴,爱你哦🥰🥰",___Katze,f,山东 青岛,积极
5163022679278042,2025-05-05,1,湖南,"哇。你翻我,我就相信你是真人《送花花》《送花花》《送花花》",A-D洋葱C,f,上海,积极
5163022679278042,2025-05-05,3,天津,"生日快乐,平安顺遂!",_MiniMissXue,f,天津,积极
5163022679278042,2025-05-06,2,浙江,期待《太开心》,卡米惟一,f,浙江 杭州,积极
5163022679278042,2025-05-05,3,江西,生日快乐🎂,蓝莓布偶猫_,f,上海,积极
5163022679278042,2025-05-05,2,河北,宝儿 你是怎么做到长一岁还变嫩了《嘻嘻》《嘻嘻》《嘻嘻》,爱ys的杜小杜,f,河北 张家口,积极
5163022679278042,2025-05-05,1,吉林,生日快乐《送花花》,Zrayhehe,f,吉林 长春,积极
5163022679278042,2025-05-05,2,北京,"山山 生日快乐,这张照片秒回20岁《嘻嘻》《嘻嘻》《嘻嘻》",caiyue1024,f,北京 宣武区,积极
5163022679278042,2025-05-05,1,江苏,"感谢相遇,生日快乐山哥",张晚意王楚然今天去扯证了吗,f,其他,积极
5163022679278042,2025-05-05,1,浙江,也感谢有你!!!生日快乐《心》《心》《心》,阿芙次次,f,广东 广州,积极
5163022679278042,2025-05-06,2,广西,生日快乐!,考核通过的zz,f,其他,积极
5163022679278042,2025-05-06,1,广东,生日快乐!!!,Rich_企不是无与伦比,m,广东 深圳,积极
5163022679278042,2025-05-05,1,山东,我的男神生日快乐,牟俊毅,m,山东 日照,积极
5163022679278042,2025-05-05,1,广东,生日快乐,唯我最帅,m,广东 广州,积极
5163022679278042,2025-05-05,1,广东,生日快乐🎂🎂山哥 《爱你》《爱你》,江湖我一山哥,f,广东 深圳,积极
5163022679278042,2025-05-05,2,广西,生日快乐《打call》《打call》《打call》,ZCK宠坏的娇,f,广西 百色,积极
5163022679278042,2025-05-05,1,广东,"大可爱,生日快乐🎈🎊🎉🎂 我们都爱你,希望你健康快乐~",陈宝宝520love,f,广东,积极
5163022679278042,2025-05-05,1,浙江,"生日快乐,好好吃饭",番茄和小贝贝,f,浙江,积极
5163022679278042,2025-05-05,1,上海,这也太嫩了吧,山山今天很Nice,f,上海 松江区,积极
5163022679278042,2025-05-05,4,江苏,顺毛的嫩宝宝生日快乐🎂🎂🎁 《哇》,二案邵翔,m,江苏 南通,积极
5163022679278042,2025-05-05,1,河北,不是你咋这么萌《跪了》,阿玉213,f,其他,消极
5163022679278042,2025-05-05,2,山西,老张生日快乐《哈哈》,尹开心Y,f,山西,积极
5163022679278042,2025-05-05,2,广东,生日快乐🎂🎁《心》《心》 年年有今日岁岁有今朝,我是山哥小迷妹,f,广东 深圳,积极
5163022679278042,2025-05-05,1,广西,生日快乐《嘻嘻》,千玺是小帅哥,f,广西 柳州,积极
5163022679278042,2025-05-05,1,江苏,生日快乐!天天快乐!期待新剧!,Wendy爱莲99,f,江苏,积极
5163022679278042,2025-05-05,0,吉林,生日快乐🎉永远♾️爱你💕,DDDD-迪迪,f,吉林 长春,积极
5163022679278042,2025-05-05,0,浙江,山哥生日快乐《打call》《打call》,soso许恩熙,f,其他,积极
5163022679278042,2025-05-05,1,江西,生日快乐《亲亲》《亲亲》,婳婳钟___,f,广东,积极
5163022679278042,2025-05-05,1,黑龙江,生日快乐《抱一抱》《抱一抱》《抱一抱》,姚520Amy,f,黑龙江 哈尔滨,积极
5163022679278042,2025-05-05,1,辽宁,生日快乐一山《打call》《打call》《打call》,勉z比个芯,f,辽宁,积极
5163022679278042,2025-05-05,1,辽宁,"生日快乐,《蛋糕》《蛋糕》《蛋糕》《蛋糕》《蛋糕》大帅哥!我们会一直陪伴着你",1王淑一,f,辽宁 沈阳,积极
5163022679278042,2025-05-05,1,云南,生日快乐🎂 一路陪伴,闪耀夏天,f,云南 昆明,积极
5163022679278042,2025-05-05,1,辽宁,你真的太可爱了 《可爱》《可爱》《可爱》《可爱》,1王淑一,f,辽宁 沈阳,积极
5163022679278042,2025-05-05,1,辽宁,夏冰雹生日快乐天天开心!!!《心》,冲浪达人阿楠,f,辽宁 大连,积极
5163022679278042,2025-05-05,1,云南,生日快乐🎂 山哥,闪耀夏天,f,云南 昆明,积极
5163022679278042,2025-05-06,1,福建,生日快乐,梦幻糖果粒,f,福建 厦门,积极
5163022679278042,2025-05-06,1,上海,"《哈哈》《哈哈》《哈哈》这张拍得像图图的爸爸,胡英俊《哈哈》《哈哈》《哈哈》",HeraLucifer,f,上海,积极
5163022679278042,2025-05-05,1,河南,"山哥,生日快乐 《蛋糕》《打call》天天天开心",屿山亭,f,北京,积极
5163022679278042,2025-05-05,3,内蒙古,生日快乐!天天开心《抱一抱》《抱一抱》,大众情人的快乐生活,f,上海,积极
5163022679278042,2025-05-05,2,北京,生日快乐🎂,刘杰儿,f,其他,积极
5163022679278042,2025-05-05,1,广东,"山哥,生日快乐🎂",燕子善博,f,其他,积极
5163022679278042,2025-05-05,1,辽宁,生日快乐《打call》《打call》《打call》,毅心圆满xz古荔枝喜,f,其他,积极
5163022679278042,2025-05-05,1,广东,生日快乐张一山,草莓冰淇淋213山,f,广东,积极
5163022679278042,2025-05-05,1,吉林,也谢谢你每年都在《哇》,瑶瑶_Cora,f,吉林,积极
5163022679278042,2025-05-05,1,陕西,"哥,同乐同乐,祝你祝我生日快乐呦《打call》《打call》《打call》",梦想小窝窝,f,青海 海东,积极
5163022679278042,2025-05-05,1,山东,生日快乐,wangjinjino,f,其他,积极
5163022679278042,2025-05-05,1,北京,《蛋糕》《蛋糕》《蛋糕》生日快乐呀~《给你小心心》《给你小心心》《给你小心心》一山哥哥越来越帅《哇》《哇》《哇》,甜甜榕儿frzxf,f,北京,积极
5163022679278042,2025-05-05,1,河南,生日快乐!,一梦一生一生一梦,f,其他,积极
5163022679278042,2025-05-05,1,山西,生日快乐🎂,Ting婷我说-,f,其他,积极
5163022679278042,2025-05-05,1,湖南,生日快乐《嘻嘻》,MAH0GANY,f,湖南 长沙,积极
5163022679278042,2025-05-05,1,江西,"生日快乐,万事如意",2025年超爱小哪吒,m,其他,积极
5163022679278042,2025-05-05,1,江西,"生日快乐,万事如意",Zys的山楂果0505,m,其他,积极
5163022679278042,2025-05-05,1,甘肃,等新剧 生日快乐🎂🎁🎊🎈,一山一山cathy,f,其他,积极
5163022679278042,2025-05-05,1,广西,一山 生日快乐 阳光又乖巧的大男孩吖,放飞心情5233,f,广西 桂林,积极
5163022679278042,2025-05-05,1,山东,"生日快乐,山哥 《爱橙橙》《爱橙橙》《爱橙橙》",1fu禾山,f,北京,积极
5163022679278042,2025-05-05,1,江苏,张演员生日快乐,懂少dsy,m,海外,积极
5163022679278042,2025-05-05,1,安徽,"生日快乐,帅哥《坏笑》《坏笑》",Andy的CJX1110,f,安徽 亳州,积极
5163022679278042,2025-05-05,1,天津,山哥生日快乐《打call》《打call》《打call》《蛋糕》,一山很好,m,其他,积极
5163022679278042,2025-05-05,1,陕西,"生日快乐🎂,支持你一直都很简单,一直都很纯粹一直都是安安静静。每天都有好好工作,好好吃饭,好好睡觉,好好过日子。一直都是这样,以后也是这样过好自己的生活,喜欢最好的你。",大幂幂ii,m,陕西,积极
5163022679278042,2025-05-05,1,陕西,"生日快乐🎂刘星,支持你一直都很简单,一直都很纯粹一直都是安安静静。每天都有好好工作,好好吃饭,好好睡觉,好好过日子。一直都是这样,以后也是这样过好自己的生活,喜欢最好的你。",大幂幂ii,m,陕西,积极
5163022679278042,2025-05-05,1,四川,生日快乐🎂,还是轻衣色,m,四川,积极
5163022679278042,2025-05-05,1,辽宁,生日快乐🎂生日快乐,无U不欢,f,辽宁 沈阳,积极
5163022679278042,2025-05-05,1,上海,山哥生日快乐🎂,紫爱旎ao,f,其他,积极
5163022679278042,2025-05-06,0,广东,岁岁平安🎂虽迟但到《兔子》,妮可要一直努力,f,广东 汕头,积极
5163022679278042,2025-05-06,0,福建,生日快乐✅开心万岁👏,Lik-星星N,f,其他,积极
5163022679278042,2025-05-06,0,江苏,生日快乐🎂平安喜乐啊《吹风车》,闲兜兜里的糖,f,江苏,积极
5163022679278042,2025-05-06,0,上海,生日快乐哈,菠萝M鹿,f,上海,积极
5163022679278042,2025-05-06,0,河北,哥 我5号吃的蛋糕 也是和你一样的丝带绑的《打call》《打call》《打call》,Xiao婧同学希望张一山吃胖一点儿,f,北京,积极
5163022679278042,2025-05-06,0,辽宁,《心》《心》《心》,1王淑一,f,辽宁 沈阳,消极
5163022679278042,2025-05-06,0,辽宁,《给你小心心》《给你小心心》《给你小心心》《给你小心心》,1王淑一,f,辽宁 沈阳,积极
5163022679278042,2025-05-06,0,辽宁,希望你每天都快乐!,1王淑一,f,辽宁 沈阳,积极
5163022679278042,2025-05-06,0,吉林,开心健康,BetterMe加油加油,f,北京 大兴区,积极
5163022679278042,2025-05-06,0,河南,早安,ys213的山楂,f,其他,积极
5163022679278042,2025-05-06,0,天津,早安,珊珊爱山山,f,天津,积极
5163022679278042,2025-05-06,0,河北,客气啦,爱ys的杜小杜,f,河北 张家口,积极
5163022679278042,2025-05-06,0,广东,"最迟但到,祝一山歌生日快乐!从家有儿女认识到现在,你已经陪伴我20年,继续陪伴我吧。",潣莉君果儿杨溢曦-贾曦碃,f,广东,积极
5163022679278042,2025-05-06,0,广东,生日快乐《心》,FUNFANG-媛,f,广东,积极
5163022679278042,2025-05-06,0,广东,生日快乐《心》《心》,呆呆桃sleep,f,其他,积极
5163022679278042,2025-05-06,0,天津,晚安《送花花》《送花花》,小新同学Molly,m,天津,积极
5163022679278042,2025-05-06,0,四川,"刘星,生日快乐🎂",涛涛爸5848279130,m,四川,积极
5163022679278042,2025-05-06,0,上海,"山哥,生日快乐《蛋糕》",F董同学,m,上海 徐汇区,积极
5163022679278042,2025-05-06,0,广西,《心》,qmwendychan,f,广西 南宁,消极
5163022679278042,2025-05-06,0,天津,晚安,爱1山的213,m,其他,积极
5163022679278042,2025-05-06,0,上海,生日快乐《心》,么么儿的粉丝,f,北京 东城区,积极
5163022679278042,2025-05-06,0,河南,"晚了,但生日快乐,哥",乐Y清Z,f,其他,积极
5163022679278042,2025-05-05,0,北京,"生日快乐山哥,愿你天天开心《心》",浅暖公主,f,河北 张家口,积极
5163022679278042,2025-05-05,0,上海,生日快乐呀,木林杉杉杉,f,上海 黄浦区,积极
5163022679278042,2025-05-05,0,浙江,生日快乐《送花花》,小天菜菜_,f,浙江 杭州,积极
5163022679278042,2025-05-05,0,浙江,生日快乐!山山宝贝 《爱你》《爱你》《爱你》,查无此人5213山楂树,m,上海,积极
5163022679278042,2025-05-05,0,广西,生日快乐!,甜粥海苔,f,湖南,积极
5163022679278042,2025-05-05,0,广东,生日快乐🎂天天开心哦《鲜花》,LHFL0308,f,广东,积极
5163022679278042,2025-05-05,0,陕西,生日快乐《蛋糕》,光影glimmer,f,陕西,积极
5163022679278042,2025-05-05,0,北京,生日快乐一山哥,请叫我啵丝北鼻_,f,湖南,积极
5163022679278042,2025-05-05,0,北京,生日快乐🎂,李嘉文YL19890328,f,江苏,积极
5163022679278042,2025-05-05,1,吉林,生日快乐!,酷boy也会心软软,f,重庆 九龙坡区,积极
5163022679278042,2025-05-05,0,山东,生日快乐《打call》《打call》《打call》《打call》《打call》,想养一个小狗-,f,其他,积极
5163022679278042,2025-05-05,0,四川,生日快乐《蛋糕》,钱家班忠实粉丝0211,m,四川,积极
5163022679278042,2025-05-05,0,黑龙江,生日快乐🎂,小桃和奈,f,黑龙江,积极
5163022679278042,2025-05-05,0,山西,生日快乐!,软羊兴系,f,北京,积极
5163022679278042,2025-05-05,0,江西,"哥哥生日快乐,期待新剧",炸糖芋,f,江西 赣州,积极
5163022679278042,2025-05-05,0,山东,生日快乐,小当家gg-王祖成,m,山东,积极
5163022679278042,2025-05-05,0,广东,"今天也是我生日,人生第一个30岁生日。",i没有童话,f,广东,积极
5163022679278042,2025-05-05,0,陕西,山哥 啥时候能在荧幕上看到你,-阿哆姑娘,f,陕西 西安,积极
5163022679278042,2025-05-05,0,湖北,生日快乐🎂《心》,窝是远远小福包Bird,f,福建 厦门,积极
5163022679278042,2025-05-05,0,云南,快乐《抱一抱》,樱桃是唯一的水果-,f,其他,积极
5163022679278042,2025-05-05,0,上海,生日快乐啊《羞嗒嗒》,Anne安静的力量,f,上海 浦东新区,积极
5163022679278042,2025-05-05,0,北京,生日快乐,璞归风筝鱼,f,其他,积极
5163022679278042,2025-05-05,0,广东,生日快乐,愿与落飘叶,f,其他,积极
5163022679278042,2025-05-05,0,北京,生日快乐,一只宝宝卡,f,北京,积极
5163022679278042,2025-05-05,0,天津,生日快乐,陪俊宝远航,f,天津,积极
5163022679278042,2025-05-05,0,山东,生日快乐《鲜花》《鲜花》《鲜花》🎂期待作品早日见面,冷月满西楼2015,f,北京,积极
5163022679278042,2025-05-05,0,浙江,生日快乐🎂🎉🎁一定要照顾好自己哦!!!么么么哒《兔子》《爱你》《爱你》《爱你》,热爱易学的高筱惠,f,浙江,积极
5163022679278042,2025-05-05,0,北京,生日快乐~《兔子》,Luckly勋鹿,f,北京,积极
5163022679278042,2025-05-05,0,广东,生日快乐🎂,一棵樹miracle,f,其他,积极
5163022679278042,2025-05-05,0,北京,生日快乐,XUE_喵喵523,f,其他,积极
5163022679278042,2025-05-05,0,河南,生日快乐!,_吃蛋挞的烤面包o,f,山西 运城,积极
5163022679278042,2025-05-05,0,四川,生日快乐,孫晓艺sl,f,四川 宜宾,积极
5163022679278042,2025-05-05,0,湖南,今天真是给力啊 实力宠粉啊!!! 说发照片就发照片《送花花》《送花花》 生日快乐 天天开心🥳,喜欢皮一下生活,f,湖南 长沙,积极
5163022679278042,2025-05-05,0,安徽,生日快乐🎂🎂,Cx330_520,f,安徽 合肥,积极
5163022679278042,2025-05-05,0,广东,张一山生日快乐!,YZ_陪旎看紫海_CZN_浔,f,北京,积极
5163022679278042,2025-05-05,0,河南,"祝张一山(刘星)生日快乐《蛋糕》《蛋糕》《蛋糕》!!!幸福安康,万事顺遂!拍出越来越多好的作品!最后,希望你多注意身体,多吃点肉,太瘦啦!",紫果珥儿6688,f,北京,积极
5163022679278042,2025-05-05,0,山西,生日快乐🎂,loveyou怹,f,其他,积极
5163022679278042,2025-05-05,0,北京,一山哥哥 生日快乐《给你小心心》,Danyyywww,f,北京 顺义区,积极
5163022679278042,2025-05-05,0,河南,生日快乐宝宝《羞嗒嗒》,是老薛的不二阿,f,河南,积极
5163022679278042,2025-05-05,0,四川,  山哥生日快乐《亲亲》《亲亲》《亲亲》《蛋糕》《蛋糕》《蛋糕》,昕霓宝贝,f,四川,积极
5163022679278042,2025-05-05,0,福建,生日快乐《彩虹屁》,-JenniFeR-9,f,广东 广州,积极
5163022679278042,2025-05-05,0,江苏,生快《心》,小夭怪不是小妖怪,f,江苏 徐州,积极
5163022679278042,2025-05-05,0,北京,祝身体健康!,水果泥儿,f,北京 海淀区,积极
5163022679278042,2025-05-05,0,辽宁,生日快乐🎂,小怡0813,f,辽宁 锦州,积极
5163022679278042,2025-05-05,0,广东,生日快乐!《蛋糕》《心》,蓝梦追鱼,f,广东 佛山,积极
5163022679278042,2025-05-05,0,广东,"宝宝生日快乐,天天开心,万事如意《打call》《打call》",小权记事溥,f,江西,积极
5163022679278042,2025-05-05,0,北京,生日快乐山哥《送花花》,爱吃山楂的山楂,f,北京 朝阳区,积极
5163022679278042,2025-05-05,0,陕西,生日快乐🎂,炸毛女孩不秃头,f,陕西 西安,积极
5163022679278042,2025-05-05,0,辽宁,生日快乐🎂🎂,总有一天会的吧,f,辽宁,积极
5163022679278042,2025-05-05,0,河南,这么显年轻的《嘻嘻》,CS小木屋,f,河南 新乡,积极
5163022679278042,2025-05-05,0,河南,生日快乐,只对杨旎奥护犊子,f,河南,积极
5163022679278042,2025-05-05,0,广东,想你想你《心》,璐二七deer,f,广东 深圳,积极
5163022679278042,2025-05-05,0,广东,《心》《心》《心》,璐二七deer,f,广东 深圳,消极
5163022679278042,2025-05-05,0,广东,多吃点《笑而不语》《笑而不语》《笑而不语》,璐二七deer,f,广东 深圳,积极
5163022679278042,2025-05-05,0,广东,生日快乐宝宝,璐二七deer,f,广东 深圳,积极
5163022679278042,2025-05-05,0,贵州,生日快乐🎂,Rmahx,f,贵州,积极
5163022679278042,2025-05-05,0,北京,"生日快乐,在拍戏的同时也要注意身体,不要太累",杰仔爱上优乐美,m,北京,积极
5163022679278042,2025-05-05,0,云南,生日快乐🎂,pennyho1024,f,其他,积极
5163022679278042,2025-05-05,0,广东,生日快乐,伊丽莎白QueenS,f,海外 法国,积极
5163022679278042,2025-05-05,0,河南,生日快乐 《嘻嘻》,CS小木屋,f,河南 新乡,积极
5163022679278042,2025-05-05,0,上海,生日快乐,马户你礼貌吗,m,其他,积极
5163022679278042,2025-05-05,0,山东,山哥生日快乐🎂🎉,每生许愿的地方,f,山东,积极
5163022679278042,2025-05-05,0,甘肃,生日快乐山哥,橙汁奶奥,f,甘肃,积极
5163022679278042,2025-05-05,0,北京,同一天握手 北京孩子 张一山是冠军,娜进我心,m,北京 海淀区,积极
5163022679278042,2025-05-05,0,贵州,生日快乐,姐的平凡你们学不来59030,f,河南 新乡,积极
5163022679278042,2025-05-05,0,江西," 开心快乐最重要,我们一直都在!年年有今日岁岁有今朝《抱一抱》",一路有一山ys,f,江西,积极
5163022679278042,2025-05-05,0,辽宁,生日快乐《心》,醒后听戏言_le,f,辽宁 沈阳,积极
5163022679278042,2025-05-05,0,贵州,生日快乐《鲜花》,咻一下醒了,f,其他,积极
5163022679278042,2025-05-05,0,四川,生日快乐🎂🎂🎂🎂🎂,樱桃猫玖小丸子,f,四川 攀枝花,积极
5163022679278042,2025-05-05,0,辽宁,生日快乐,你_会记得我,f,其他,积极
5163022679278042,2025-05-05,0,辽宁,"生日快乐,永远18岁《蛋糕》《蛋糕》",爱山楂的莫晓娜,f,辽宁,积极
5163022679278042,2025-05-05,0,北京,生日快乐,宅筱怪,m,其他,积极
5163022679278042,2025-05-05,0,浙江,生日快乐 山哥,一脚迈向奇迹,f,浙江 杭州,积极
5163022679278042,2025-05-05,0,江苏,《心》《心》,歌Khalil婉轩薪,f,江苏 镇江,消极
5163022679278042,2025-05-05,0,上海,生日快乐《蛋糕》《蛋糕》《蛋糕》《心》《心》《心》平安 健康 快乐《心》《心》《心》,ZYS山,f,上海,积极
5163022679278042,2025-05-05,0,山东,生快,大明湖畔锦鲤,f,山东 济南,积极
5163022679278042,2025-05-05,0,吉林,"生日快乐,万事如意《老师爱你》《老师爱你》《老师爱你》",LILI10_10,f,吉林 白山,积极
5163022679278042,2025-05-05,0,广东,嘻嘻《太阳》生日快乐🎂😘,蔓越莓果酱h,f,北京,积极
5163022679278042,2025-05-05,0,重庆,"生日快乐,万事如意",囍仙囍仙,f,海外,积极
5163022679278042,2025-05-05,0,河北,因为有你 我今天也吃到蛋糕啦《心》《蛋糕》,Xiao婧同学希望张一山吃胖一点儿,f,北京,积极
5163022679278042,2025-05-05,0,河南,最近进组了吗?,宋亻圭音,f,河南 郑州,积极
5163022679278042,2025-05-05,0,广西, 又嫩了!生日快乐🎂,qmwendychan,f,广西 南宁,积极
5163022679278042,2025-05-05,0,辽宁,生日快乐,特拉法尔加·明,m,辽宁,积极
5163022679278042,2025-05-05,0,吉林,山哥生日快乐!!!同款头型get,肖兔兔兔兔兔兔子叻,m,吉林,积极
5163022679278042,2025-05-05,0,上海,生日快乐🎂,李狗儿_6g,m,上海,积极
